pred_endpoint_to_source_cosine	pred_endpoint_to_target_cosine	source_to_target_cosine	pred_delta_to_true_delta_cosine	cell_line_id	perturbation_id	batch_id
0.9334668717000267	0.9532122209509002	0.9371434421956534	0.6383627959276466	2	1	2
0.9205311410447875	0.850580016365644	0.7832702213034162	0.5767243654035517	2	5	1
0.9142351312752276	0.9268066382571114	0.8920544232483175	0.634993857577698	2	5	2
0.9258970075549224	0.8374467944646068	0.6835978300657952	0.78505445818627	1	1	1
0.9506517603253135	0.92110480924055	0.8838456793329823	0.5882423550534264	2	4	1
0.9798509787735755	0.9750760236918058	0.9589994303107068	0.6352778915035262	0	4	0
0.9835519711609894	0.952136792492899	0.9392625569283526	0.48200030358369145	2	5	0
0.9393907075904243	0.9094081908739065	0.9190477299623117	0.38065431458702875	0	1	2
0.9748901730726375	0.9579881638698192	0.930723179260032	0.5988883466201649	0	4	1
0.9774337700890233	0.9251419426550961	0.9199098571489599	0.3658400788129001	1	5	0
0.9729488128738776	0.9574247208778472	0.951853397128503	0.4546545929090876	1	1	0
0.9625314615390252	0.9750124215783653	0.9697274810444942	0.6357405442632369	0	1	1
0.9348306115127767	0.9759911210500936	0.9053143746346588	0.8566394232232492	0	5	0
0.9807349004878417	0.974077187111366	0.9523702259681952	0.6815161633741795	0	1	0
0.9557908097587481	0.9291446591089133	0.9452895888900988	0.3099068815209983	2	1	0
0.9264138396920192	0.9384680348111902	0.9368174555347046	0.5564538743527176	0	5	1
0.9821318609122707	0.9605881208100236	0.9779017770766062	0.055301841108129815	1	4	2
0.9833514813109671	0.9517230908700779	0.9634279248312718	0.14966041590014714	0	5	2
0.9127485647317435	0.9024553921244077	0.7274764238440427	0.8722823045835629	1	4	1
0.9297636001351787	0.9528473339545049	0.9460273134144239	0.6231178560662779	1	5	1
